7.09,4.77,6.77,6.07,6.47
6.78,7.59,5.2,4.61,6.1
6.23,4.43,5.27,7.32,5.18
4.97,5.66,8.18,4.57,5.99
5.49,6.4,6.75,7.78,7.3
5.98,6.28,6.65,4.96,4.96
6.29,4.69,5.18,6.03,5.23
5,5.97,6,5.47,6.23
6.42,5.51,5.43,4.24,5.44
4.97,4.62,5.64,6.19,6.56
5.63,6.23,6.3,7.59,7
5.21,5.84,5.99,5.89,5.62
7.85,3.98,7.39,6.71,5.15
5.69,7.2,5.1,7.62,5.89
6.86,6.4,6.02,6.03,5.05
6.12,6.27,5.28,6.12,4.5
6,6.04,6.22,6.11,3.53
6.48,6.02,5.83,7.75,6.86
7.43,7.51,5.43,6.44,7.04
4.94,7.68,5.07,6.37,5.79
5.19,6.23,5.71,6.15,5.43
5.85,4.85,6.05,5.23,6.27
5.85,6.37,7.95,3.84,6.42
5.76,6.95,5.06,5.73,6.26
6.26,7.55,5.22,6.03,6.67
7.57,7.65,6.87,4.31,6.61
5.55,7.4,4.45,6.12,6.82
5.85,4.83,5.94,7.57,6.39
5.01,4.7,4.9,5.18,5.01
6.47,5.84,7.89,5.03,5.13
4.44,6.44,6.9,6.87,7.43
6.21,6.92,6.29,5.66,6.47
5.91,4.38,7.02,7.59,8.49
6.43,6.42,2.85,5.83,5.27
5.56,5.76,6.77,6.19,7.9
6.81,6.98,4.8,3.94,6.53
7.05,6.3,5.98,5.15,6.74
5.94,5.18,4.79,6.72,7.96
7.73,5.47,6.7,5.77,6.89
6.64,6.83,5.17,4.29,5.15
3.83,7.15,6.22,5.65,6.9
5.78,7.32,5.26,6.79,5.97
8.21,6.58,3.04,9.12,6.76
5.96,5.68,4.85,6.9,5.14
5.77,5.78,6.41,6.28,5.24
6.45,5.81,7.49,7.56,7.92
3.85,6.77,6.67,6.11,6.51
4.54,6.32,6.29,6.34,5.13
5.8,5.03,5.26,6.85,7.67
4.56,7.77,7.35,7.59,7.54
3.99,6.43,6.31,5.42,5.52
4.59,6.19,6.43,5.72,4.77
7.4,6.15,5.56,6.15,7.61
5.95,8.03,6.01,6.49,5.49
5.25,6.35,7.22,6.55,5.35
6.79,5.59,5.68,8.26,6.22
5.71,6.37,5.44,7.18,4.55
7.28,7.36,6.27,4.22,5.62
4.24,6.69,5.77,6.26,7.69
5.06,6.24,5.8,6.57,7.82
8.14,6.47,6.14,4.38,5.29
6.75,5.25,7.09,6.22,6.02
6.01,5.1,5.45,5.25,6.35
4.85,6.13,6.85,4.91,6.98
7.4,5.87,6.13,4.82,5.62
6.99,8.63,5.58,4.94,3.85
4.98,7.59,4.93,6.34,6.44
7,5.21,5.87,4.98,6.78
6.69,6.33,5.43,7.6,5.92
5.77,5.49,5.03,6.92,5.03
