4.42,4.84,4.07,5.51,6.14
4.18,4.03,3.45,5.72,4.56
6.36,4.19,4.38,2.7,3.49
5.85,5.52,4.12,5.07,4.45
4.14,4.22,5.52,5.31,6.09
3.6,5.18,6.22,3.46,3.56
4.26,4.05,4.71,3.59,3.99
4.06,4.39,3.06,4.61,4.09
4.15,6.52,3.59,5.66,6.53
5.18,6.04,4.56,3.41,5.07
3.42,5.57,3.1,4.86,3.43
5.12,3.39,3.66,5.58,6.3
3.35,4.91,3.43,5.28,5.49
5.4,3.87,6.38,5.6,3.47
2.27,3.77,5.76,4.54,4.02
4.8,4.79,5.76,4.82,6.16
6.31,5.3,5.82,4.66,3.98
6.64,3.61,5.23,5.66,5.87
6.4,3.97,4.06,3.21,3.3
5.14,4.46,3.08,4.3,5.76
3.93,5.26,4.34,5.21,3.02
6.57,5.56,3.69,3.83,3.7
4.97,4.2,4.87,4.09,6.23
3.93,4.79,4.13,4.04,3.67
3.71,5.48,4.57,6.58,3.63
4.27,3.74,6.7,4.03,4.77
3.92,5.66,3.65,4.2,4.03
3.57,6.05,4.69,4.78,5.38
3.47,4.12,3.86,4.34,5.34
3.83,3.98,6.96,5.85,5.4
6.46,4.31,5.41,5.86,6.09
4.95,4.01,3.57,3.24,6.63
5.86,3.93,3.65,4.34,3.11
3.82,3.77,2.9,4.57,5.47
3.33,6.47,4.01,4.27,3.63
5.19,5.48,4.35,5.24,4.74
6.66,4.2,5.7,6.31,3.52
4.15,2.99,5.46,5.53,4.73
3.88,6.13,3.53,6.39,3.8
4.98,3.11,3.65,3.21,6.39
3.77,3.85,6.06,6.05,5.97
3.4,6.27,6.11,4.6,3.28
3.82,4.52,5.89,4.31,5.92
5.62,3.76,6.42,6.63,5.83
5.56,4.39,3.04,4.55,3.35
5.91,5.93,5.4,5.43,5.71
6.09,4.22,6.5,5.6,4.7
3.69,5.04,5.93,6.93,5.43
4.89,5.05,4.33,6.47,4.61
5.32,3.91,5.73,3.27,3.07
6.02,3.67,5,3.94,6.2
4.35,3.61,5.19,6.16,5.3
2.83,3.77,3.95,5.57,5.51
3.89,6,4.98,4.51,4.3
4.52,5.25,6.15,3.77,3.59
5.48,7.62,6.14,3.76,3.53
3.23,4.36,5.7,3.5,5.74
4.41,4.68,5.56,4.14,4.15
3.65,5.94,4.08,5.88,5.78
3.75,5.89,3.49,5.13,5.94
4.12,2.55,5.39,6.23,5.8
5.65,3.61,5.03,4.17,6.24
6.31,6.03,3.85,3.56,4.71
3.81,3.35,3.7,4.33,5.47
3.82,5.82,4.77,5.92,6.19
2.82,2.78,3.66,5.34,3.52
4.12,3.35,6.35,2.5,3.32
6.9,3.21,5.85,4.42,4.3
6.24,6.19,3.73,2.34,5.82
5.95,3.15,4.76,5.87,5.03
